"Date","Price","Open","High","Low","Vol.","Change %"
"01/15/2022","191.310","201.190","202.540","190.530","4.63K","-4.91%"
"01/14/2022","201.190","195.000","203.120","189.390","11.11K","3.17%"
"01/13/2022","195.000","174.030","200.930","173.660","12.71K","12.05%"
"01/12/2022","174.030","170.320","176.690","170.130","4.29K","2.18%"
"01/11/2022","170.320","161.510","170.320","160.000","9.79K","5.45%"
"01/10/2022","161.510","168.310","171.900","158.390","4.79K","-4.04%"
"01/09/2022","168.310","162.290","171.770","162.220","2.28K","3.71%"
"01/08/2022","162.290","171.340","174.180","158.290","3.99K","-5.28%"
"01/07/2022","171.340","181.840","185.200","170.000","3.60K","-5.77%"
"01/06/2022","181.840","183.820","202.410","171.670","7.28K","-1.08%"
"01/05/2022","183.820","197.440","198.960","178.160","5.39K","-6.90%"
"01/04/2022","197.440","205.320","206.570","195.630","3.03K","-3.84%"
"01/03/2022","205.320","210.770","211.100","198.070","5.54K","-2.59%"
"01/02/2022","210.770","220.240","220.820","207.980","11.61K","-4.27%"
"01/01/2022","220.170","201.270","222.000","201.270","15.79K","9.39%"
"12/31/2021","201.270","198.710","207.840","197.690","6.30K","1.29%"
"12/30/2021","198.710","188.760","202.000","184.090","6.11K","5.27%"
"12/29/2021","188.760","184.940","192.830","180.000","5.59K","2.07%"
"12/28/2021","184.940","194.750","195.460","183.190","4.99K","-5.04%"
"12/27/2021","194.750","191.500","208.740","190.590","10.96K","1.70%"
"12/26/2021","191.500","186.860","192.060","182.700","5.83K","2.48%"
"12/25/2021","186.860","179.300","193.200","179.300","6.45K","4.22%"
"12/24/2021","179.300","185.520","185.990","177.490","3.84K","-3.35%"
"12/23/2021","185.520","168.570","189.960","165.790","8.70K","10.06%"
"12/22/2021","168.570","167.510","171.830","165.020","5.46K","0.63%"
"12/21/2021","167.510","167.710","175.250","166.200","4.73K","-0.12%"
"12/20/2021","167.710","163.560","170.790","159.000","15.14K","2.54%"
"12/19/2021","163.560","161.870","165.480","158.980","1.12K","1.04%"
"12/18/2021","161.870","162.140","165.470","158.930","1.64K","-0.17%"
"12/17/2021","162.140","165.000","166.780","156.570","3.67K","-1.73%"
"12/16/2021","165.000","166.420","175.850","164.350","8.91K","-0.85%"
"12/15/2021","166.420","166.000","168.810","159.150","7.36K","0.25%"
"12/14/2021","166.000","163.430","167.380","159.440","3.68K","1.57%"
"12/13/2021","163.430","174.730","175.840","161.000","5.34K","-6.55%"
"12/12/2021","174.880","175.400","178.740","170.000","9.02K","-0.30%"
"12/11/2021","175.400","167.880","177.120","165.980","2.69K","4.32%"
"12/10/2021","168.130","167.790","175.000","164.990","8.11K","-0.31%"
"12/09/2021","168.650","185.220","185.690","166.930","3.03K","-8.93%"
"12/08/2021","185.180","183.560","189.500","178.030","4.96K","0.88%"
"12/07/2021","183.560","178.330","185.190","177.420","3.61K","2.79%"
"12/06/2021","178.570","178.120","180.700","164.910","4.27K","0.25%"
"12/05/2021","178.120","182.200","182.800","171.300","1.94K","-2.24%"
"12/04/2021","182.200","198.690","199.300","160.630","10.76K","-8.30%"
"12/03/2021","198.690","211.080","215.890","194.300","5.32K","-5.87%"
"12/02/2021","211.080","203.760","213.740","199.300","7.32K","3.59%"
"12/01/2021","203.760","209.910","214.280","201.170","2.63K","-2.93%"
"11/30/2021","209.910","209.100","220.840","202.000","10.00K","0.39%"
"11/29/2021","209.100","211.770","213.240","207.240","2.63K","-1.26%"
"11/28/2021","211.770","201.340","212.130","195.000","5.72K","5.18%"
"11/27/2021","201.340","200.240","206.930","200.120","1.70K","0.55%"
"11/26/2021","200.240","221.400","222.290","192.480","9.67K","-9.56%"
"11/25/2021","221.400","217.600","223.960","215.610","8.15K","1.75%"
"11/24/2021","217.600","210.930","220.000","207.650","10.55K","3.16%"
"11/23/2021","210.930","206.290","212.550","200.230","6.61K","2.25%"
"11/22/2021","206.290","223.100","223.100","204.130","5.58K","-7.53%"
"11/21/2021","223.100","219.290","225.150","215.100","5.24K","1.74%"
"11/20/2021","219.290","212.210","224.130","210.790","5.51K","3.33%"
"11/19/2021","212.220","199.680","212.720","197.750","3.02K","6.28%"
"11/18/2021","199.680","214.000","215.780","197.280","3.85K","-6.69%"
"11/17/2021","214.000","213.090","216.030","204.620","5.38K","0.43%"
"11/16/2021","213.090","236.700","236.700","205.090","15.86K","-9.97%"
"11/15/2021","236.700","240.370","244.450","233.950","3.14K","-1.51%"
"11/14/2021","240.340","236.300","246.290","233.230","5.11K","1.71%"
"11/13/2021","236.300","227.960","239.780","226.290","3.88K","3.66%"
"11/12/2021","227.960","231.000","233.620","221.800","6.36K","-1.32%"
"11/11/2021","231.000","233.290","236.720","228.120","7.87K","-0.98%"
"11/10/2021","233.290","248.980","252.180","227.890","6.83K","-6.30%"
"11/09/2021","248.980","236.880","253.780","232.480","7.78K","5.11%"
"11/08/2021","236.880","230.590","237.000","226.460","4.28K","2.73%"
"11/07/2021","230.590","225.030","230.930","224.240","2.37K","2.47%"
"11/06/2021","225.030","221.940","227.280","216.370","1.36K","1.39%"
"11/05/2021","221.940","225.940","227.580","219.440","3.89K","-1.77%"
"11/04/2021","225.940","229.370","230.250","221.870","2.60K","-1.50%"
"11/03/2021","229.370","237.640","237.860","228.370","3.71K","-3.48%"
"11/02/2021","237.640","233.610","239.480","230.840","2.50K","1.73%"
"11/01/2021","233.610","237.730","240.750","230.610","7.25K","-1.55%"
"10/31/2021","237.290","227.860","239.110","227.580","6.61K","4.14%"
"10/30/2021","227.860","231.760","233.330","226.100","2.02K","-1.68%"
"10/29/2021","231.760","229.210","234.420","227.830","3.22K","1.11%"
"10/28/2021","229.210","220.890","232.070","218.730","4.81K","3.77%"
"10/27/2021","220.890","242.420","244.010","216.000","9.20K","-8.88%"
"10/26/2021","242.420","246.800","253.260","241.220","5.80K","-1.77%"
"10/25/2021","246.800","248.580","256.000","244.260","3.36K","-0.72%"
"10/24/2021","248.580","229.680","253.000","229.290","6.51K","8.23%"
"10/23/2021","229.680","229.450","231.600","225.000","0.76K","0.10%"
"10/22/2021","229.450","232.690","236.220","227.500","2.83K","-1.39%"
"10/21/2021","232.690","222.820","236.520","221.460","5.80K","4.43%"
"10/20/2021","222.820","218.660","228.000","217.780","7.15K","1.90%"
"10/19/2021","218.660","220.740","223.260","215.680","2.55K","-0.94%"
"10/18/2021","220.740","224.530","227.490","217.490","7.75K","-1.69%"
"10/17/2021","224.530","230.300","230.300","218.880","3.89K","-2.51%"
"10/16/2021","230.300","235.910","236.490","228.000","4.52K","-2.38%"
"10/15/2021","235.910","230.010","240.210","224.200","5.49K","2.57%"
"10/14/2021","230.010","236.500","236.750","227.600","6.53K","-2.74%"
"10/13/2021","236.500","240.080","244.450","233.310","3.35K","-1.49%"
"10/12/2021","240.080","239.330","243.000","232.530","3.97K","0.31%"
"10/11/2021","239.330","233.670","242.150","230.350","4.08K","2.42%"
"10/10/2021","233.670","240.200","243.630","233.310","1.38K","-2.72%"
"10/09/2021","240.200","239.530","243.590","236.650","3.68K","0.28%"
"10/08/2021","239.530","240.340","247.700","239.130","3.99K","-0.34%"
"10/07/2021","240.340","247.500","256.190","238.330","3.30K","-2.89%"
"10/06/2021","247.500","233.670","254.030","227.530","8.07K","5.92%"
"10/05/2021","233.670","227.240","237.500","225.550","5.82K","2.83%"
"10/04/2021","227.240","223.140","229.480","216.490","4.53K","1.84%"
"10/03/2021","223.140","217.680","226.500","215.270","2.64K","2.51%"
"10/02/2021","217.680","221.830","225.700","216.910","1.70K","-1.87%"
"10/01/2021","221.830","216.560","225.000","209.510","7.03K","2.43%"
"09/30/2021","216.560","201.270","219.140","201.000","3.51K","7.60%"
"09/29/2021","201.270","196.570","206.420","196.520","4.74K","2.39%"
"09/28/2021","196.570","200.980","208.500","195.640","2.64K","-2.19%"
"09/27/2021","200.980","199.920","212.480","199.560","2.12K","0.53%"
"09/26/2021","199.920","202.610","202.610","190.220","1.60K","-1.33%"
"09/25/2021","202.610","199.430","207.350","197.200","1.73K","1.59%"
"09/24/2021","199.430","212.520","216.840","191.400","5.71K","-6.16%"
"09/23/2021","212.520","209.910","214.560","207.760","2.84K","1.24%"
"09/22/2021","209.910","185.670","213.560","183.270","10.83K","13.06%"
"09/21/2021","185.670","198.310","202.810","181.500","8.94K","-6.37%"
"09/20/2021","198.310","221.730","222.390","193.860","14.45K","-10.56%"
"09/19/2021","221.730","232.060","235.850","220.800","2.16K","-4.45%"
"09/18/2021","232.060","224.050","232.060","221.850","1.54K","3.58%"
"09/17/2021","224.050","225.250","227.530","219.240","2.29K","-0.53%"
"09/16/2021","225.250","227.540","232.000","221.290","2.72K","-1.01%"
"09/15/2021","227.540","227.860","232.890","224.900","3.82K","-0.14%"
"09/14/2021","227.860","222.530","232.180","216.490","3.71K","2.40%"
"09/13/2021","222.530","217.000","228.520","205.270","6.47K","2.55%"
"09/12/2021","217.000","211.170","218.490","208.680","2.51K","2.76%"
"09/11/2021","211.170","210.570","218.850","210.120","2.06K","0.28%"
"09/10/2021","210.570","221.470","226.920","207.320","5.23K","-4.92%"
"09/09/2021","221.470","217.220","225.440","215.350","4.48K","1.96%"
"09/08/2021","217.220","221.410","228.750","207.670","6.65K","-1.89%"
"09/07/2021","221.410","266.690","266.690","200.500","18.08K","-16.98%"
"09/06/2021","266.690","265.110","271.220","254.500","5.41K","0.60%"
"09/05/2021","265.110","256.830","268.260","252.930","5.81K","3.22%"
"09/04/2021","256.830","255.240","261.540","251.830","2.99K","0.62%"
"09/03/2021","255.240","255.370","260.670","249.900","2.91K","-0.05%"
"09/02/2021","255.370","255.720","261.450","251.110","4.10K","-0.14%"
"09/01/2021","255.720","242.160","256.300","237.340","5.53K","5.68%"
"08/31/2021","241.980","238.290","247.270","237.090","2.69K","1.55%"
"08/30/2021","238.290","247.500","251.000","238.290","9.71K","-3.72%"
"08/29/2021","247.500","254.590","260.360","244.320","5.32K","-2.78%"
"08/28/2021","254.590","266.530","268.200","253.630","2.76K","-4.48%"
"08/27/2021","266.530","247.950","268.330","243.400","6.03K","7.49%"
"08/26/2021","247.950","266.150","269.090","243.940","4.49K","-6.84%"
"08/25/2021","266.150","261.940","276.660","253.860","6.36K","1.61%"
"08/24/2021","261.940","270.810","289.000","256.820","11.16K","-3.66%"
"08/23/2021","271.890","262.110","284.890","258.230","9.19K","3.73%"
"08/22/2021","262.110","246.380","262.510","237.690","4.99K","6.38%"
"08/21/2021","246.380","241.130","250.790","234.890","4.61K","2.18%"
"08/20/2021","241.130","225.720","242.000","224.030","5.24K","6.83%"
"08/19/2021","225.720","215.910","225.720","212.220","3.01K","4.37%"
"08/18/2021","216.260","218.340","223.810","210.010","6.85K","-0.95%"
"08/17/2021","218.340","226.840","236.470","218.340","4.33K","-3.75%"
"08/16/2021","226.840","231.360","241.180","226.430","6.36K","-1.95%"
"08/15/2021","231.360","230.090","232.830","222.330","1.17K","0.55%"
"08/14/2021","230.090","231.300","236.300","225.280","1.53K","-0.52%"
"08/13/2021","231.300","219.390","231.300","218.320","3.13K","5.43%"
"08/12/2021","219.390","228.890","235.400","215.290","2.92K","-4.15%"
"08/11/2021","228.890","226.840","238.410","226.840","4.69K","0.90%"
"08/10/2021","226.840","230.180","230.380","222.500","2.49K","-1.45%"
"08/09/2021","230.180","217.690","231.000","216.050","5.16K","5.74%"
"08/08/2021","217.690","230.160","232.430","217.690","3.47K","-5.42%"
"08/07/2021","230.160","223.040","234.420","219.700","3.72K","3.19%"
"08/06/2021","223.040","213.380","226.570","212.230","5.09K","4.53%"
"08/05/2021","213.380","206.760","214.730","200.640","9.11K","3.07%"
"08/04/2021","207.030","190.850","207.510","188.510","5.55K","8.48%"
"08/03/2021","190.850","196.110","199.370","189.000","3.09K","-2.68%"
"08/02/2021","196.110","199.440","205.640","193.000","2.72K","-1.67%"
"08/01/2021","199.440","202.230","210.000","196.450","2.41K","-1.38%"
"07/31/2021","202.230","203.490","209.920","197.550","3.28K","-1.04%"
"07/30/2021","204.350","202.860","206.770","193.670","3.49K","0.73%"
"07/29/2021","202.860","198.200","208.960","195.110","5.00K","2.35%"
"07/28/2021","198.200","190.760","198.200","188.330","2.93K","3.90%"
"07/27/2021","190.760","185.140","191.580","181.690","3.83K","3.04%"
"07/26/2021","185.140","180.800","199.000","180.450","7.80K","2.04%"
"07/25/2021","181.430","177.730","182.000","173.700","1.65K","2.59%"
"07/24/2021","176.850","172.990","177.000","171.220","0.79K","2.52%"
"07/23/2021","172.510","167.950","172.800","165.450","1.54K","2.72%"
"07/22/2021","167.950","166.840","171.950","161.700","1.76K","0.94%"
"07/21/2021","166.390","155.250","169.500","152.000","2.63K","7.15%"
"07/20/2021","155.290","160.200","176.100","151.670","5.89K","-3.06%"
"07/19/2021","160.200","168.970","169.500","159.040","4.00K","-5.04%"
"07/18/2021","168.710","167.240","173.760","167.140","1.66K","0.88%"
"07/17/2021","167.240","163.570","168.810","162.220","1.23K","2.34%"
"07/16/2021","163.420","166.490","169.580","162.300","1.99K","-1.84%"
"07/15/2021","166.490","171.550","173.680","161.300","2.08K","-2.95%"
"07/14/2021","171.550","173.240","173.560","163.730","2.44K","-0.83%"
"07/13/2021","172.990","174.070","178.650","170.370","2.49K","-0.62%"
"07/12/2021","174.070","178.090","182.800","171.100","4.35K","-2.26%"
"07/11/2021","178.090","177.410","180.970","175.660","0.73K","0.38%"
"07/10/2021","177.410","179.940","183.710","174.630","0.88K","-1.41%"
"07/09/2021","179.940","172.970","181.010","168.850","1.77K","3.67%"
"07/08/2021","173.570","182.890","182.890","171.030","3.20K","-5.10%"
"07/07/2021","182.890","187.340","192.000","182.200","2.96K","0.86%"
"07/06/2021","181.330","181.030","184.890","180.500","1.35K","0.17%"
"07/05/2021","181.030","185.620","185.620","178.960","3.89K","-2.47%"
"07/04/2021","185.620","188.000","188.250","185.620","1.87K","2.30%"
"07/03/2021","181.440","178.320","181.440","175.370","1.54K","1.75%"
"07/02/2021","178.320","173.900","178.320","173.900","4.63K","2.54%"
"07/01/2021","173.900","188.050","188.050","173.900","4.05K","-7.47%"
"06/30/2021","187.940","183.000","187.940","183.000","4.46K","2.70%"
"06/29/2021","183.000","178.010","185.730","178.010","4.13K","2.80%"
"06/28/2021","178.010","177.120","178.010","172.970","4.09K","0.53%"
"06/27/2021","177.080","169.740","177.080","166.000","3.77K","4.32%"
"06/26/2021","169.740","163.680","169.740","161.250","3.47K","3.37%"
"06/25/2021","164.200","188.330","188.330","164.200","5.80K","-12.81%"
"06/24/2021","188.330","183.740","188.330","177.630","5.63K","2.50%"
"06/23/2021","183.740","168.510","183.740","168.510","6.14K","9.04%"
"06/22/2021","168.510","170.660","182.250","155.970","11.78K","-1.26%"
"06/21/2021","170.660","222.340","222.340","170.660","25.96K","-23.24%"
"06/20/2021","222.340","226.790","226.790","215.040","4.31K","-1.96%"
"06/19/2021","226.790","223.030","237.740","223.030","3.87K","1.69%"
"06/18/2021","223.030","232.480","233.540","223.030","6.03K","-4.06%"
"06/17/2021","232.480","218.710","232.570","218.710","3.55K","6.30%"
"06/16/2021","218.710","230.440","231.290","218.710","4.83K","-5.09%"
"06/15/2021","230.440","227.510","231.060","227.510","4.95K","1.29%"
"06/14/2021","227.510","215.620","227.510","215.620","5.14K","5.51%"
"06/13/2021","215.620","200.930","215.620","198.910","4.57K","7.31%"
"06/12/2021","200.930","200.070","206.010","200.070","3.24K","0.43%"
"06/11/2021","200.070","209.980","210.150","198.890","3.55K","-4.72%"
"06/10/2021","209.980","225.070","225.360","209.980","7.70K","-6.70%"
"06/09/2021","225.070","208.390","225.070","202.700","7.31K","8.19%"
"06/08/2021","208.030","204.930","208.030","192.840","11.00K","1.51%"
"06/07/2021","204.930","224.080","227.090","204.930","4.28K","-8.55%"
"06/06/2021","224.080","218.340","224.080","218.340","2.17K","2.63%"
"06/05/2021","218.340","237.510","239.790","218.340","3.39K","-8.07%"
"06/04/2021","237.510","254.680","254.680","231.260","11.36K","-6.74%"
"06/03/2021","254.680","240.920","254.680","240.920","7.73K","5.71%"
"06/02/2021","240.920","217.790","240.920","216.550","6.54K","10.62%"
"06/01/2021","217.790","222.730","222.730","211.410","5.04K","-2.22%"
"05/31/2021","222.730","215.090","222.730","201.200","7.75K","3.55%"
"05/30/2021","215.090","199.790","215.090","199.190","5.69K","7.66%"
"05/29/2021","199.790","215.680","222.470","199.790","23.73K","-7.47%"
"05/28/2021","215.920","207.810","215.920","194.430","9.84K","4.54%"
"05/27/2021","206.550","220.820","220.820","206.550","7.74K","-6.28%"
"05/26/2021","220.380","201.660","220.380","201.660","6.71K","9.28%"
"05/25/2021","201.660","209.660","213.260","195.760","14.80K","-3.82%"
"05/24/2021","209.660","186.470","209.660","185.100","13.77K","12.44%"
"05/23/2021","186.470","190.650","203.120","164.150","29.31K","-2.19%"
"05/22/2021","190.650","211.980","211.980","190.650","17.99K","-10.06%"
"05/21/2021","211.980","239.300","240.810","211.980","50.34K","-11.42%"
"05/20/2021","239.300","169.580","239.300","169.580","26.65K","41.30%"
"05/19/2021","169.360","280.100","280.100","169.360","53.70K","-39.54%"
"05/18/2021","280.100","278.870","285.430","278.870","5.95K","0.44%"
"05/17/2021","278.870","320.980","320.980","278.870","22.71K","-13.12%"
"05/16/2021","320.980","315.500","329.130","315.500","6.56K","1.74%"
"05/15/2021","315.500","341.200","342.220","315.500","10.20K","-7.53%"
"05/14/2021","341.200","333.430","345.100","333.430","4.52K","2.33%"
"05/13/2021","333.430","330.690","338.420","321.000","14.07K","0.80%"
"05/12/2021","330.790","374.540","380.740","330.790","11.07K","-11.68%"
"05/11/2021","374.540","364.380","374.540","351.550","9.93K","2.79%"
"05/10/2021","364.380","397.980","397.980","364.380","7.79K","-8.44%"
"05/09/2021","397.980","391.920","397.980","381.640","6.35K","1.55%"
"05/08/2021","391.920","375.900","395.630","375.900","3.98K","4.11%"
"05/07/2021","376.440","349.010","419.800","349.010","26.52K","7.86%"
"05/06/2021","349.010","346.580","350.470","339.280","11.36K","0.70%"
"05/05/2021","346.580","316.690","346.580","316.690","4.99K","9.68%"
"05/04/2021","316.000","341.310","341.310","316.000","9.23K","-7.42%"
"05/03/2021","341.310","336.970","348.000","336.970","8.87K","1.29%"
"05/02/2021","336.970","353.640","353.640","334.530","3.49K","-4.71%"
"05/01/2021","353.640","350.700","353.640","350.470","3.34K","0.84%"
"04/30/2021","350.700","337.000","350.700","337.000","6.69K","4.07%"
"04/29/2021","337.000","341.480","341.480","335.000","4.73K","-1.45%"
"04/28/2021","341.950","331.790","350.350","331.790","14.17K","3.06%"
"04/27/2021","331.790","335.400","338.540","321.000","8.49K","-0.96%"
"04/26/2021","335.000","294.550","335.000","292.800","11.66K","13.73%"
"04/25/2021","294.550","316.510","316.510","294.550","10.78K","-6.83%"
"04/24/2021","316.140","294.330","324.120","294.330","10.36K","7.41%"
"04/23/2021","294.330","290.000","294.330","281.120","18.52K","1.49%"
"04/22/2021","290.000","312.840","320.440","290.000","11.55K","-7.30%"
"04/21/2021","312.840","336.810","336.810","312.840","17.62K","-7.12%"
"04/20/2021","336.810","297.200","336.810","289.640","33.91K","13.18%"
"04/19/2021","297.600","283.760","297.600","283.760","19.22K","4.71%"
"04/18/2021","284.200","305.960","305.960","262.640","27.33K","-7.11%"
"04/17/2021","305.960","285.410","305.960","285.410","13.71K","7.20%"
"04/16/2021","285.410","287.930","287.930","280.300","9.69K","-0.88%"
"04/15/2021","287.930","268.280","287.930","268.280","10.43K","7.32%"
"04/14/2021","268.280","273.890","273.890","265.630","7.59K","-2.05%"
"04/13/2021","273.890","264.150","273.890","262.570","10.97K","3.51%"
"04/12/2021","264.600","275.820","277.370","264.600","21.70K","-4.07%"
"04/11/2021","275.820","245.160","275.820","245.160","13.06K","12.51%"
"04/10/2021","245.160","231.000","245.160","231.000","8.02K","6.13%"
"04/09/2021","231.000","226.320","235.970","226.320","6.82K","2.07%"
"04/08/2021","226.320","217.600","226.320","217.600","3.63K","4.04%"
"04/07/2021","217.530","228.240","233.670","217.530","6.93K","-4.69%"
"04/06/2021","228.240","224.020","228.990","224.020","8.40K","1.88%"
"04/05/2021","224.020","224.580","224.810","222.730","6.63K","-0.25%"
"04/04/2021","224.580","220.060","226.940","218.650","4.44K","2.05%"
"04/03/2021","220.060","218.760","224.700","218.760","6.68K","0.59%"
"04/02/2021","218.760","212.640","218.760","212.640","7.11K","3.06%"
"04/01/2021","212.260","209.980","215.850","209.980","6.50K","1.09%"
"03/31/2021","209.980","208.620","214.990","208.620","10.61K","0.65%"
"03/30/2021","208.620","199.060","208.620","199.060","6.51K","4.80%"
"03/29/2021","199.060","197.180","202.120","197.180","7.37K","0.95%"
"03/28/2021","197.180","187.410","197.180","187.060","5.65K","5.21%"
"03/27/2021","187.410","188.200","188.200","187.410","1.87K","-0.42%"
"03/26/2021","188.200","182.800","189.070","182.800","4.25K","2.95%"
"03/25/2021","182.800","178.930","185.920","178.930","6.70K","2.16%"
"03/24/2021","178.930","184.400","188.100","178.930","9.79K","-2.97%"
"03/23/2021","184.400","182.800","186.590","179.370","3.86K","0.88%"
"03/22/2021","182.800","195.620","195.620","182.800","5.81K","-6.55%"
"03/21/2021","195.620","194.700","197.860","192.880","5.94K","0.47%"
"03/20/2021","194.700","194.650","197.840","194.650","1.87K","0.03%"
"03/19/2021","194.650","191.940","194.670","191.940","3.92K","1.41%"
"03/18/2021","191.940","197.210","197.210","191.940","8.68K","-2.67%"
"03/17/2021","197.210","192.380","197.210","192.380","3.94K","2.51%"
"03/16/2021","192.380","187.630","192.380","181.170","6.33K","2.53%"
"03/15/2021","187.630","194.500","194.500","185.390","6.55K","-3.53%"
"03/14/2021","194.500","195.550","198.750","194.500","6.73K","-0.54%"
"03/13/2021","195.550","185.770","195.550","185.770","5.91K","5.26%"
"03/12/2021","185.770","184.560","186.020","183.620","4.90K","0.66%"
"03/11/2021","184.560","184.930","185.540","184.520","6.14K","-0.20%"
"03/10/2021","184.930","189.250","190.470","184.930","6.04K","-2.28%"
"03/09/2021","189.250","185.850","189.850","185.850","6.94K","1.83%"
"03/08/2021","185.850","174.920","185.850","174.560","7.32K","6.25%"
"03/07/2021","174.920","171.580","174.920","171.270","3.42K","1.95%"
"03/06/2021","171.580","172.640","172.640","168.880","6.28K","-0.61%"
"03/05/2021","172.640","182.050","182.050","172.640","5.03K","-5.17%"
"03/04/2021","182.050","182.740","182.750","179.910","7.70K","-0.38%"
"03/03/2021","182.740","183.200","187.360","182.740","6.30K","-0.25%"
"03/02/2021","183.200","191.290","191.290","178.240","10.20K","-4.23%"
"03/01/2021","191.290","181.380","191.290","181.380","7.72K","5.73%"
"02/28/2021","180.930","174.130","183.840","173.280","9.61K","3.91%"
"02/27/2021","174.130","169.510","182.350","169.510","9.34K","2.73%"
"02/26/2021","169.510","163.490","174.140","163.010","12.72K","3.74%"
"02/25/2021","163.400","168.280","174.660","163.400","9.33K","-2.90%"
"02/24/2021","168.280","181.800","184.960","167.790","19.15K","-7.44%"
"02/23/2021","181.800","184.610","184.610","157.420","42.99K","-1.85%"
"02/22/2021","185.230","204.290","204.290","185.230","28.70K","-9.33%"
"02/21/2021","204.290","211.970","213.440","204.290","10.92K","-3.62%"
"02/20/2021","211.970","232.610","232.610","211.970","17.43K","-8.87%"
"02/19/2021","232.610","216.870","232.610","216.870","14.70K","7.26%"
"02/18/2021","216.870","226.090","227.710","211.830","16.49K","-4.08%"
"02/17/2021","226.090","183.420","226.090","183.420","30.58K","23.26%"
"02/16/2021","183.420","188.650","188.650","183.420","10.03K","-2.77%"
"02/15/2021","188.650","190.260","190.260","182.400","13.27K","-0.85%"
"02/14/2021","190.260","199.980","199.980","190.260","15.94K","-4.86%"
"02/13/2021","199.980","166.230","199.980","166.230","37.84K","20.30%"
"02/12/2021","166.230","157.080","166.230","157.080","17.64K","5.83%"
"02/11/2021","157.080","145.020","157.080","145.020","20.17K","8.32%"
"02/10/2021","145.020","139.590","145.020","139.000","21.33K","3.89%"
"02/09/2021","139.590","135.190","139.590","133.390","13.51K","3.25%"
"02/08/2021","135.190","125.150","135.190","123.790","9.94K","8.02%"
"02/07/2021","125.150","126.640","128.110","125.150","6.20K","-1.18%"
"02/06/2021","126.640","129.170","129.210","126.640","9.78K","-1.96%"
"02/05/2021","129.170","124.050","129.170","124.050","8.70K","4.13%"
"02/04/2021","124.050","128.720","128.720","124.050","10.37K","-3.63%"
"02/03/2021","128.720","125.490","128.720","125.490","10.28K","2.57%"
"02/02/2021","125.490","119.000","125.490","119.000","8.92K","5.45%"
"02/01/2021","119.000","113.680","119.000","113.680","9.42K","4.68%"
"01/31/2021","113.680","115.040","115.040","112.480","5.62K","-1.18%"
"01/30/2021","115.040","116.000","116.000","113.160","5.37K","-0.83%"
"01/29/2021","116.000","111.740","121.010","111.740","25.66K","3.81%"
"01/28/2021","111.740","104.020","111.740","104.020","19.26K","7.42%"
"01/27/2021","104.020","113.200","113.200","104.020","7.26K","-8.11%"
"01/26/2021","113.200","113.400","115.680","112.540","4.78K","-0.18%"
"01/25/2021","113.400","113.710","115.140","113.400","8.99K","-0.27%"
"01/24/2021","113.710","114.180","115.170","111.490","3.79K","-0.41%"
"01/23/2021","114.180","111.830","114.180","111.830","3.85K","2.10%"
"01/22/2021","111.830","107.480","111.830","107.430","11.47K","4.05%"
"01/21/2021","107.480","126.300","126.300","107.480","13.42K","-14.82%"
"01/20/2021","126.180","129.540","130.760","123.090","9.42K","-2.59%"
"01/19/2021","129.540","129.540","129.540","127.300","12.20K","0.00%"
"01/18/2021","129.540","131.960","131.960","126.750","6.52K","-1.83%"
"01/17/2021","131.960","129.100","134.080","128.000","6.89K","2.22%"
"01/16/2021","129.100","129.700","131.980","129.100","8.11K","-0.46%"
"01/15/2021","129.700","134.570","134.570","129.700","18.06K","-3.62%"
"01/14/2021","134.570","140.980","140.980","134.390","20.28K","-4.55%"
"01/13/2021","140.980","130.290","140.980","130.290","13.56K","8.49%"
"01/12/2021","129.950","130.000","139.440","129.950","16.35K","-0.04%"
"01/11/2021","130.000","149.530","149.530","125.490","39.48K","-13.06%"
"01/10/2021","149.530","118.020","149.530","118.020","44.05K","26.84%"
"01/09/2021","117.890","115.550","117.890","115.550","8.63K","2.03%"
"01/08/2021","115.550","111.600","120.720","111.600","24.81K","-0.21%"
"01/07/2021","115.790","115.130","115.790","111.600","36.16K","0.57%"
"01/06/2021","115.130","110.380","115.130","110.380","20.52K","4.30%"
"01/05/2021","110.380","108.930","113.090","107.180","15.92K","1.33%"
"01/04/2021","108.930","108.540","111.160","108.540","30.43K","0.36%"
"01/03/2021","108.540","115.650","115.650","108.540","23.79K","-6.15%"
"01/02/2021","115.650","110.880","117.290","110.880","55.03K","4.30%"
"01/01/2021","110.880","127.850","130.170","107.250","54.56K","-13.27%"
"12/31/2020","127.850","130.710","130.710","127.850","6.06K","-2.19%"
"12/30/2020","130.710","131.970","133.250","130.560","9.92K","-0.95%"
"12/29/2020","131.970","136.140","136.140","130.420","6.73K","-3.06%"
"12/28/2020","136.140","127.450","136.540","127.450","5.54K","6.82%"
"12/27/2020","127.450","137.040","137.040","127.450","14.33K","-7.00%"
"12/26/2020","137.040","130.630","137.040","130.630","8.49K","4.91%"
"12/25/2020","130.630","128.500","130.630","128.500","5.62K","1.66%"
"12/24/2020","128.500","123.830","129.850","123.100","8.69K","3.77%"
"12/23/2020","123.830","128.150","137.880","123.830","13.34K","-3.37%"
"12/22/2020","128.150","119.470","128.150","119.400","8.07K","7.27%"
"12/21/2020","119.470","124.210","124.210","119.470","9.46K","-3.82%"
"12/20/2020","124.210","125.910","126.470","124.070","4.30K","-1.35%"
"12/19/2020","125.910","126.280","128.330","125.910","6.84K","-0.29%"
"12/18/2020","126.280","130.510","130.510","126.080","5.70K","-3.24%"
